i	Addr	Addr	Data	Data
 712	00000b20	2848	00100113	1048851
 713	00000b24	2852	4020df33	1075896115
 714	00000b28	2856	c0000eb7	3221229239
 715	00000b2c	2860	26400193	641728915
 716	00000b30	2864	01df0463	31392867
 717	00000b34	2868	2340206f	591405167
 718	00000b38	2872	800000b7	2147483831
 719	00000b3c	2876	00700113	7340307
 720	00000b40	2880	4020df33	1075896115
 721	00000b44	2884	ff000eb7	4278193847
 722	00000b48	2888	26500193	642777491
 723	00000b4c	2892	01df0463	31392867
 724	00000b50	2896	2180206f	562045039
 725	00000b54	2900	800000b7	2147483831
 726	00000b58	2904	00e00113	14680339
 727	00000b5c	2908	4020df33	1075896115
 728	00000b60	2912	fffe0eb7	4294839991
 729	00000b64	2916	26600193	643826067
 730	00000b68	2920	01df0463	31392867
 731	00000b6c	2924	1fc0206f	532684911
 732	00000b70	2928	800000b7	2147483831
 733	00000b74	2932	00108093	1081491
 734	00000b78	2936	01f00113	32506131
 735	00000b7c	2940	4020df33	1075896115
 736	00000b80	2944	fff00e93	4293922451
 737	00000b84	2948	26700193	644874643
 738	00000b88	2952	01df0463	31392867
 739	00000b8c	2956	1dc0206f	499130479
 740	00000b90	2960	800000b7	2147483831
 741	00000b94	2964	fff08093	4293951635
 742	00000b98	2968	00000113	 275
 743	00000b9c	2972	4020df33	1075896115
 744	00000ba0	2976	80000eb7	2147487415
 745	00000ba4	2980	fffe8e93	4294872723
 746	00000ba8	2984	26800193	645923219
 747	00000bac	2988	01df0463	31392867
 748	00000bb0	2992	1b80206f	461381743
 749	00000bb4	2996	800000b7	2147483831
 750	00000bb8	3000	fff08093	4293951635
 751	00000bbc	3004	00100113	1048851
 752	00000bc0	3008	4020df33	1075896115
 753	00000bc4	3012	40000eb7	1073745591
 754	00000bc8	3016	fffe8e93	4294872723
 755	00000bcc	3020	26900193	646971795
 756	00000bd0	3024	01df0463	31392867
 757	00000bd4	3028	1940206f	423633007
 758	00000bd8	3032	800000b7	2147483831
 759	00000bdc	3036	fff08093	4293951635
 760	00000be0	3040	00700113	7340307
 761	00000be4	3044	4020df33	1075896115
 762	00000be8	3048	01000eb7	16780983
 763	00000bec	3052	fffe8e93	4294872723
 764	00000bf0	3056	26a00193	648020371
 765	00000bf4	3060	01df0463	31392867
 766	00000bf8	3064	1700206f	385884271
 767	00000bfc	3068	800000b7	2147483831
 768	00000c00	3072	fff08093	4293951635
 769	00000c04	3076	00e00113	14680339
 770	00000c08	3080	4020df33	1075896115
 771	00000c0c	3084	00020eb7	134839
 772	00000c10	3088	fffe8e93	4294872723
 773	00000c14	3092	26b00193	649068947
 774	00000c18	3096	01df0463	31392867
 775	00000c1c	3100	14c0206f	348135535
 776	00000c20	3104	800000b7	2147483831
 777	00000c24	3108	fff08093	4293951635
 778	00000c28	3112	01f00113	32506131
 779	00000c2c	3116	4020df33	1075896115
 780	00000c30	3120	00000e93	3731
 781	00000c34	3124	26c00193	650117523
 782	00000c38	3128	01df0463	31392867
 783	00000c3c	3132	12c0206f	314581103
 784	00000c40	3136	818180b7	2172747959
 785	00000c44	3140	18108093	403734675
 786	00000c48	3144	00000113	 275
 787	00000c4c	3148	4020df33	1075896115
 788	00000c50	3152	81818eb7	2172751543
 789	00000c54	3156	181e8e93	404655763
 790	00000c58	3160	26d00193	651166099
 791	00000c5c	3164	01df0463	31392867
 792	00000c60	3168	1080206f	276832367
 793	00000c64	3172	818180b7	2172747959
 794	00000c68	3176	18108093	403734675
 795	00000c6c	3180	00100113	1048851
 796	00000c70	3184	4020df33	1075896115
 797	00000c74	3188	c0c0ceb7	3233861303
 798	00000c78	3192	0c0e8e93	202280595
 799	00000c7c	3196	26e00193	652214675
 800	00000c80	3200	01df0463	31392867
 801	00000c84	3204	0e40206f	239083631
 802	00000c88	3208	818180b7	2172747959
 803	00000c8c	3212	18108093	403734675
 804	00000c90	3216	00700113	7340307
 805	00000c94	3220	4020df33	1075896115
 806	00000c98	3224	ff030eb7	4278390455
 807	00000c9c	3228	303e8e93	809406099
 808	00000ca0	3232	26f00193	653263251
 809	00000ca4	3236	01df0463	31392867
 810	00000ca8	3240	0c00206f	201334895
 811	00000cac	3244	818180b7	2172747959
 812	00000cb0	3248	18108093	403734675
 813	00000cb4	3252	00e00113	14680339
 814	00000cb8	3256	4020df33	1075896115
 815	00000cbc	3260	fffe0eb7	4294839991
 816	00000cc0	3264	606e8e93	1617858195
 817	00000cc4	3268	27000193	654311827
 818	00000cc8	3272	01df0463	31392867
 819	00000ccc	3276	09c0206f	163586159
 820	00000cd0	3280	818180b7	2172747959
 821	00000cd4	3284	18108093	403734675
 822	00000cd8	3288	01f00113	32506131
 823	00000cdc	3292	4020df33	1075896115
 824	00000ce0	3296	fff00e93	4293922451
 825	00000ce4	3300	27100193	655360403
 826	00000ce8	3304	01df0463	31392867
 827	00000cec	3308	07c0206f	130031727
 828	00000cf0	3312	818180b7	2172747959
 829	00000cf4	3316	18108093	403734675
 830	00000cf8	3320	fc000113	4227858707
 831	00000cfc	3324	4020df33	1075896115
 832	00000d00	3328	81818eb7	2172751543
 833	00000d04	3332	181e8e93	404655763
 834	00000d08	3336	27200193	656408979
 835	00000d0c	3340	01df0463	31392867
 836	00000d10	3344	0580206f	92282991
 837	00000d14	3348	818180b7	2172747959
 838	00000d18	3352	18108093	403734675
 839	00000d1c	3356	fc100113	4228907283
 840	00000d20	3360	4020df33	1075896115
 841	00000d24	3364	c0c0ceb7	3233861303
 842	00000d28	3368	0c0e8e93	202280595
 843	00000d2c	3372	27300193	657457555
 844	00000d30	3376	01df0463	31392867
 845	00000d34	3380	0340206f	54534255
 846	00000d38	3384	818180b7	2172747959
 847	00000d3c	3388	18108093	403734675
 848	00000d40	3392	fc700113	4235198739
 849	00000d44	3396	4020df33	1075896115
 850	00000d48	3400	ff030eb7	4278390455
 851	00000d4c	3404	303e8e93	809406099
 852	00000d50	3408	27400193	658506131
 853	00000d54	3412	01df0463	31392867
 854	00000d58	3416	0100206f	16785519
 855	00000d5c	3420	818180b7	2172747959
 856	00000d60	3424	18108093	403734675
 857	00000d64	3428	fce00113	4242538771
 858	00000d68	3432	4020df33	1075896115
 859	00000d6c	3436	fffe0eb7	4294839991
 860	00000d70	3440	606e8e93	1617858195
 861	00000d74	3444	27500193	659554707
 862	00000d78	3448	01df0463	31392867
 863	00000d7c	3452	7ed0106f	2127564911
 864	00000d80	3456	818180b7	2172747959
 865	00000d84	3460	18108093	403734675
 866	00000d88	3464	fff00113	4293918995
 867	00000d8c	3468	4020df33	1075896115
 868	00000d90	3472	fff00e93	4293922451
 869	00000d94	3476	27600193	660603283
 870	00000d98	3480	01df0463	31392867
 871	00000d9c	3484	7cd0106f	2094010479
 872	00000da0	3488	800000b7	2147483831
 873	00000da4	3492	00700113	7340307
 874	00000da8	3496	4020d0b3	1075892403
 875	00000dac	3500	ff000eb7	4278193847
 876	00000db0	3504	27700193	661651859
 877	00000db4	3508	01d08463	30442595
 878	00000db8	3512	7b10106f	2064650351
 879	00000dbc	3516	800000b7	2147483831
 880	00000dc0	3520	00e00113	14680339
 881	00000dc4	3524	4020d133	1075892531
 882	00000dc8	3528	fffe0eb7	4294839991
 883	00000dcc	3532	27800193	662700435
 884	00000dd0	3536	01d10463	30475363
 885	00000dd4	3540	7950106f	2035290223
 886	00000dd8	3544	00700093	7340179
 887	00000ddc	3548	4010d0b3	1074843827
 888	00000de0	3552	00000e93	3731
 889	00000de4	3556	27900193	663749011
 890	00000de8	3560	01d08463	30442595
 891	00000dec	3564	77d0106f	2010124399
 892	00000df0	3568	00000213	 531
 893	00000df4	3572	800000b7	2147483831
 894	00000df8	3576	00700113	7340307
 895	00000dfc	3580	4020df33	1075896115
 896	00000e00	3584	000f0313	983827
 897	00000e04	3588	00120213	1180179
 898	00000e08	3592	00200293	2097811
 899	00000e0c	3596	fe5214e3	4266792163
 900	00000e10	3600	ff000eb7	4278193847
 901	00000e14	3604	27a00193	664797587
 902	00000e18	3608	01d30463	30606435
 903	00000e1c	3612	74d0106f	1959792751
 904	00000e20	3616	00000213	 531
 905	00000e24	3620	800000b7	2147483831
 906	00000e28	3624	00e00113	14680339
 907	00000e2c	3628	4020df33	1075896115
 908	00000e30	3632	00000013	  19
 909	00000e34	3636	000f0313	983827
 910	00000e38	3640	00120213	1180179
 911	00000e3c	3644	00200293	2097811
 912	00000e40	3648	fe5212e3	4266791651
 913	00000e44	3652	fffe0eb7	4294839991
 914	00000e48	3656	27b00193	665846163
 915	00000e4c	3660	01d30463	30606435
 916	00000e50	3664	7190106f	1905266799
 917	00000e54	3668	00000213	 531
 918	00000e58	3672	800000b7	2147483831
 919	00000e5c	3676	01f00113	32506131
 920	00000e60	3680	4020df33	1075896115
 921	00000e64	3684	00000013	  19
 922	00000e68	3688	00000013	  19
 923	00000e6c	3692	000f0313	983827
 924	00000e70	3696	00120213	1180179
 925	00000e74	3700	00200293	2097811
 926	00000e78	3704	fe5210e3	4266791139
 927	00000e7c	3708	fff00e93	4293922451
 928	00000e80	3712	27c00193	666894739
 929	00000e84	3716	01d30463	30606435
 930	00000e88	3720	6e10106f	1846546543
 931	00000e8c	3724	00000213	 531
 932	00000e90	3728	800000b7	2147483831
 933	00000e94	3732	00700113	7340307
 934	00000e98	3736	4020df33	1075896115
 935	00000e9c	3740	00120213	1180179
 936	00000ea0	3744	00200293	2097811
 937	00000ea4	3748	fe5216e3	4266792675
 938	00000ea8	3752	ff000eb7	4278193847
 939	00000eac	3756	27d00193	667943315
 940	00000eb0	3760	01df0463	31392867
 941	00000eb4	3764	6b50106f	1800409199
 942	00000eb8	3768	00000213	 531
 943	00000ebc	3772	800000b7	2147483831
 944	00000ec0	3776	00e00113	14680339
 945	00000ec4	3780	00000013	  19
 946	00000ec8	3784	4020df33	1075896115
 947	00000ecc	3788	00120213	1180179
 948	00000ed0	3792	00200293	2097811
 949	00000ed4	3796	fe5214e3	4266792163
 950	00000ed8	3800	fffe0eb7	4294839991
 951	00000edc	3804	27e00193	668991891
 952	00000ee0	3808	01df0463	31392867
 953	00000ee4	3812	6850106f	1750077551
 954	00000ee8	3816	00000213	 531
 955	00000eec	3820	800000b7	2147483831
 956	00000ef0	3824	01f00113	32506131
 957	00000ef4	3828	00000013	  19
 958	00000ef8	3832	00000013	  19
 959	00000efc	3836	4020df33	1075896115
 960	00000f00	3840	00120213	1180179
 961	00000f04	3844	00200293	2097811
 962	00000f08	3848	fe5212e3	4266791651
 963	00000f0c	3852	fff00e93	4293922451
 964	00000f10	3856	27f00193	670040467
 965	00000f14	3860	01df0463	31392867
 966	00000f18	3864	6510106f	1695551599
 967	00000f1c	3868	00000213	 531
 968	00000f20	3872	800000b7	2147483831
 969	00000f24	3876	00000013	  19
 970	00000f28	3880	00700113	7340307
 971	00000f2c	3884	4020df33	1075896115
 972	00000f30	3888	00120213	1180179
 973	00000f34	3892	00200293	2097811
 974	00000f38	3896	fe5214e3	4266792163
 975	00000f3c	3900	ff000eb7	4278193847
 976	00000f40	3904	28000193	671089043
 977	00000f44	3908	01df0463	31392867
 978	00000f48	3912	6210106f	1645219951
 979	00000f4c	3916	00000213	 531
 980	00000f50	3920	800000b7	2147483831
 981	00000f54	3924	00000013	  19
 982	00000f58	3928	00e00113	14680339
 983	00000f5c	3932	00000013	  19
 984	00000f60	3936	4020df33	1075896115
 985	00000f64	3940	00120213	1180179
 986	00000f68	3944	00200293	2097811
 987	00000f6c	3948	fe5212e3	4266791651
 988	00000f70	3952	fffe0eb7	4294839991
 989	00000f74	3956	28100193	672137619
 990	00000f78	3960	01df0463	31392867
 991	00000f7c	3964	5ed0106f	1590693999
 992	00000f80	3968	00000213	 531
 993	00000f84	3972	800000b7	2147483831
 994	00000f88	3976	00000013	  19
 995	00000f8c	3980	00000013	  19
 996	00000f90	3984	01f00113	32506131
 997	00000f94	3988	4020df33	1075896115
 998	00000f98	3992	00120213	1180179
 999	00000f9c	3996	00200293	2097811
1000	00000fa0	4000	fe5212e3	4266791651
1001	00000fa4	4004	fff00e93	4293922451
1002	00000fa8	4008	28200193	673186195
1003	00000fac	4012	01df0463	31392867
1004	00000fb0	4016	5b90106f	1536168047
1005	00000fb4	4020	00000213	 531
1006	00000fb8	4024	00700113	7340307
1007	00000fbc	4028	800000b7	2147483831
1008	00000fc0	4032	4020df33	1075896115
1009	00000fc4	4036	00120213	1180179
1010	00000fc8	4040	00200293	2097811
1011	00000fcc	4044	fe5216e3	4266792675
1012	00000fd0	4048	ff000eb7	4278193847
1013	00000fd4	4052	28300193	674234771
1014	00000fd8	4056	01df0463	31392867
1015	00000fdc	4060	58d0106f	1490030703
1016	00000fe0	4064	00000213	 531
1017	00000fe4	4068	00e00113	14680339
1018	00000fe8	4072	800000b7	2147483831
1019	00000fec	4076	00000013	  19
1020	00000ff0	4080	4020df33	1075896115
1021	00000ff4	4084	00120213	1180179
1022	00000ff8	4088	00200293	2097811
1023	00000ffc	4092	fe5214e3	4266792163
1024	00001000	4096	fffe0eb7	4294839991
1025	00001004	4100	28400193	675283347
1026	00001008	4104	01df0463	31392867
1027	0000100c	4108	55d0106f	1439699055
1028	00001010	4112	00000213	 531
1029	00001014	4116	01f00113	32506131
1030	00001018	4120	800000b7	2147483831
1031	0000101c	4124	00000013	  19
1032	00001020	4128	00000013	  19
1033	00001024	4132	4020df33	1075896115
1034	00001028	4136	00120213	1180179
1035	0000102c	4140	00200293	2097811
1036	00001030	4144	fe5212e3	4266791651
1037	00001034	4148	fff00e93	4293922451
1038	00001038	4152	28500193	676331923
1039	0000103c	4156	01df0463	31392867
1040	00001040	4160	5290106f	1385173103
1041	00001044	4164	00000213	 531
1042	00001048	4168	00700113	7340307
1043	0000104c	4172	00000013	  19
1044	00001050	4176	800000b7	2147483831
1045	00001054	4180	4020df33	1075896115
1046	00001058	4184	00120213	1180179
1047	0000105c	4188	00200293	2097811
1048	00001060	4192	fe5214e3	4266792163
1049	00001064	4196	ff000eb7	4278193847
1050	00001068	4200	28600193	677380499
1051	0000106c	4204	01df0463	31392867
1052	00001070	4208	4f90106f	1334841455
1053	00001074	4212	00000213	 531
1054	00001078	4216	00e00113	14680339
1055	0000107c	4220	00000013	  19
1056	00001080	4224	800000b7	2147483831
1057	00001084	4228	00000013	  19
1058	00001088	4232	4020df33	1075896115
1059	0000108c	4236	00120213	1180179
1060	00001090	4240	00200293	2097811
1061	00001094	4244	fe5212e3	4266791651
1062	00001098	4248	fffe0eb7	4294839991
1063	0000109c	4252	28700193	678429075
1064	000010a0	4256	01df0463	31392867
1065	000010a4	4260	4c50106f	1280315503
1066	000010a8	4264	00000213	 531
1067	000010ac	4268	01f00113	32506131
1068	000010b0	4272	00000013	  19
1069	000010b4	4276	00000013	  19
1070	000010b8	4280	800000b7	2147483831
1071	000010bc	4284	4020df33	1075896115
1072	000010c0	4288	00120213	1180179
1073	000010c4	4292	00200293	2097811
1074	000010c8	4296	fe5212e3	4266791651
1075	000010cc	4300	fff00e93	4293922451
1076	000010d0	4304	28800193	679477651
1077	000010d4	4308	01df0463	31392867
1078	000010d8	4312	4910106f	1225789551
1079	000010dc	4316	00f00093	15728787
1080	000010e0	4320	40105133	1074811187
1081	000010e4	4324	00000e93	3731
1082	000010e8	4328	28900193	680526227
1083	000010ec	4332	01d10463	30475363
1084	000010f0	4336	4790106f	1200623727
1085	000010f4	4340	02000093	33554579
1086	000010f8	4344	4000d133	1073795379
1087	000010fc	4348	02000e93	33558163
1088	00001100	4352	28a00193	681574803
1089	00001104	4356	01d10463	30475363
1090	00001108	4360	4610106f	1175457903
1091	0000110c	4364	400050b3	1073762483
1092	00001110	4368	00000e93	3731
1093	00001114	4372	28b00193	682623379
1094	00001118	4376	01d08463	30442595
1095	0000111c	4380	44d0106f	1154486383
1096	00001120	4384	40000093	1073741971
1097	00001124	4388	00001137	4407
1098	00001128	4392	80010113	2147549459
1099	0000112c	4396	4020d033	1075892275
1100	00001130	4400	00000e93	3731
1101	00001134	4404	28c00193	683671955
1102	00001138	4408	01d00463	30409827
1103	0000113c	4412	42d0106f	1120931951
1104	00001140	4416	00000093	 147
1105	00001144	4420	4000df13	1073798931
1106	00001148	4424	00000e93	3731
1107	0000114c	4428	28d00193	684720531
1108	00001150	4432	01df0463	31392867
1109	00001154	4436	4150106f	1095766127
1110	00001158	4440	800000b7	2147483831
1111	0000115c	4444	4010df13	1074847507
1112	00001160	4448	c0000eb7	3221229239
1113	00001164	4452	28e00193	685769107
1114	00001168	4456	01df0463	31392867
1115	0000116c	4460	3fd0106f	1070600303
1116	00001170	4464	800000b7	2147483831
1117	00001174	4468	4070df13	1081138963
1118	00001178	4472	ff000eb7	4278193847
1119	0000117c	4476	28f00193	686817683
1120	00001180	4480	01df0463	31392867
1121	00001184	4484	3e50106f	1045434479
1122	00001188	4488	800000b7	2147483831
1123	0000118c	4492	40e0df13	1088478995
1124	00001190	4496	fffe0eb7	4294839991
1125	00001194	4500	29000193	687866259
1126	00001198	4504	01df0463	31392867
1127	0000119c	4508	3cd0106f	1020268655
1128	000011a0	4512	800000b7	2147483831
1129	000011a4	4516	00108093	1081491
1130	000011a8	4520	41f0df13	1106304787
1131	000011ac	4524	fff00e93	4293922451
1132	000011b0	4528	29100193	688914835
1133	000011b4	4532	01df0463	31392867
1134	000011b8	4536	3b10106f	990908527
1135	000011bc	4540	800000b7	2147483831
1136	000011c0	4544	fff08093	4293951635
1137	000011c4	4548	4010df13	1074847507
1138	000011c8	4552	40000eb7	1073745591
1139	000011cc	4556	fffe8e93	4294872723
1140	000011d0	4560	29200193	689963411
1141	000011d4	4564	01df0463	31392867
1142	000011d8	4568	3910106f	957354095
1143	000011dc	4572	800000b7	2147483831
1144	000011e0	4576	fff08093	4293951635
1145	000011e4	4580	4070df13	1081138963
1146	000011e8	4584	01000eb7	16780983
1147	000011ec	4588	fffe8e93	4294872723
1148	000011f0	4592	29300193	691011987
1149	000011f4	4596	01df0463	31392867
1150	000011f8	4600	3710106f	923799663
1151	000011fc	4604	800000b7	2147483831
1152	00001200	4608	fff08093	4293951635
1153	00001204	4612	40e0df13	1088478995
1154	00001208	4616	00020eb7	134839
1155	0000120c	4620	fffe8e93	4294872723
1156	00001210	4624	29400193	692060563
1157	00001214	4628	01df0463	31392867
1158	00001218	4632	3510106f	890245231
1159	0000121c	4636	800000b7	2147483831
1160	00001220	4640	fff08093	4293951635
1161	00001224	4644	41f0df13	1106304787
1162	00001228	4648	00000e93	3731
1163	0000122c	4652	29500193	693109139
1164	00001230	4656	01df0463	31392867
1165	00001234	4660	3350106f	860885103
1166	00001238	4664	818180b7	2172747959
1167	0000123c	4668	18108093	403734675
1168	00001240	4672	4000df13	1073798931
1169	00001244	4676	81818eb7	2172751543
1170	00001248	4680	181e8e93	404655763
1171	0000124c	4684	29600193	694157715
1172	00001250	4688	01df0463	31392867
1173	00001254	4692	3150106f	827330671
1174	00001258	4696	818180b7	2172747959
1175	0000125c	4700	18108093	403734675
1176	00001260	4704	4010df13	1074847507
1177	00001264	4708	c0c0ceb7	3233861303
1178	00001268	4712	0c0e8e93	202280595
1179	0000126c	4716	29700193	695206291
1180	00001270	4720	01df0463	31392867
1181	00001274	4724	2f50106f	793776239
1182	00001278	4728	818180b7	2172747959
1183	0000127c	4732	18108093	403734675
1184	00001280	4736	4070df13	1081138963
1185	00001284	4740	ff030eb7	4278390455
1186	00001288	4744	303e8e93	809406099
1187	0000128c	4748	29800193	696254867
1188	00001290	4752	01df0463	31392867
1189	00001294	4756	2d50106f	760221807
1190	00001298	4760	818180b7	2172747959
1191	0000129c	4764	18108093	403734675
1192	000012a0	4768	40e0df13	1088478995
1193	000012a4	4772	fffe0eb7	4294839991
1194	000012a8	4776	606e8e93	1617858195
1195	000012ac	4780	29900193	697303443
1196	000012b0	4784	01df0463	31392867
1197	000012b4	4788	2b50106f	726667375
1198	000012b8	4792	818180b7	2172747959
1199	000012bc	4796	18108093	403734675
1200	000012c0	4800	41f0df13	1106304787
1201	000012c4	4804	fff00e93	4293922451
1202	000012c8	4808	29a00193	698352019
1203	000012cc	4812	01df0463	31392867
1204	000012d0	4816	2990106f	697307247
1205	000012d4	4820	800000b7	2147483831
1206	000012d8	4824	4070d093	1081135251
1207	000012dc	4828	ff000eb7	4278193847
1208	000012e0	4832	29b00193	699400595
1209	000012e4	4836	01d08463	30442595
1210	000012e8	4840	2810106f	672141423
1211	000012ec	4844	00000213	 531
1212	000012f0	4848	800000b7	2147483831
1213	000012f4	4852	4070df13	1081138963
1214	000012f8	4856	000f0313	983827
1215	000012fc	4860	00120213	1180179
1216	00001300	4864	00200293	2097811
1217	00001304	4868	fe5216e3	4266792675
1218	00001308	4872	ff000eb7	4278193847
1219	0000130c	4876	29c00193	700449171
1220	00001310	4880	01d30463	30606435
1221	00001314	4884	2550106f	626004079
1222	00001318	4888	00000213	 531
1223	0000131c	4892	800000b7	2147483831
1224	00001320	4896	40e0df13	1088478995
1225	00001324	4900	00000013	  19
1226	00001328	4904	000f0313	983827
1227	0000132c	4908	00120213	1180179
1228	00001330	4912	00200293	2097811
1229	00001334	4916	fe5214e3	4266792163
1230	00001338	4920	fffe0eb7	4294839991
1231	0000133c	4924	29d00193	701497747
1232	00001340	4928	01d30463	30606435
1233	00001344	4932	2250106f	575672431
1234	00001348	4936	00000213	 531
1235	0000134c	4940	800000b7	2147483831
1236	00001350	4944	00108093	1081491
1237	00001354	4948	41f0df13	1106304787
1238	00001358	4952	00000013	  19
1239	0000135c	4956	00000013	  19
1240	00001360	4960	000f0313	983827
1241	00001364	4964	00120213	1180179
1242	00001368	4968	00200293	2097811
1243	0000136c	4972	fe5210e3	4266791139
1244	00001370	4976	fff00e93	4293922451
1245	00001374	4980	29e00193	702546323
1246	00001378	4984	01d30463	30606435
1247	0000137c	4988	1ed0106f	516952175
1248	00001380	4992	00000213	 531
1249	00001384	4996	800000b7	2147483831
1250	00001388	5000	4070df13	1081138963
1251	0000138c	5004	00120213	1180179
1252	00001390	5008	00200293	2097811
1253	00001394	5012	fe5218e3	4266793187
1254	00001398	5016	ff000eb7	4278193847
1255	0000139c	5020	29f00193	703594899
1256	000013a0	5024	01df0463	31392867
1257	000013a4	5028	1c50106f	475009135
1258	000013a8	5032	00000213	 531
1259	000013ac	5036	800000b7	2147483831
1260	000013b0	5040	00000013	  19
1261	000013b4	5044	40e0df13	1088478995
1262	000013b8	5048	00120213	1180179
1263	000013bc	5052	00200293	2097811
1264	000013c0	5056	fe5216e3	4266792675
1265	000013c4	5060	fffe0eb7	4294839991
1266	000013c8	5064	2a000193	704643475
1267	000013cc	5068	01df0463	31392867
1268	000013d0	5072	1990106f	428871791
1269	000013d4	5076	00000213	 531
1270	000013d8	5080	800000b7	2147483831
1271	000013dc	5084	00108093	1081491
1272	000013e0	5088	00000013	  19
1273	000013e4	5092	00000013	  19
1274	000013e8	5096	41f0df13	1106304787
1275	000013ec	5100	00120213	1180179
1276	000013f0	5104	00200293	2097811
1277	000013f4	5108	fe5212e3	4266791651
1278	000013f8	5112	fff00e93	4293922451
1279	000013fc	5116	2a100193	705692051
1280	00001400	5120	01df0463	31392867
1281	00001404	5124	1650106f	374345839
1282	00001408	5128	40405093	1077956755
1283	0000140c	5132	00000e93	3731
1284	00001410	5136	2a200193	706740627
1285	00001414	5140	01d08463	30442595
1286	00001418	5144	1510106f	353374319
1287	0000141c	5148	02100093	34603155
1288	00001420	5152	40a0d013	1084280851
1289	00001424	5156	00000e93	3731
1290	00001428	5160	2a300193	707789203
1291	0000142c	5164	01d00463	30409827
1292	00001430	5168	1390106f	328208495
1293	00001434	5172	800000b7	2147483831
1294	00001438	5176	00000113	 275
1295	0000143c	5180	0020df33	2154291
1296	00001440	5184	80000eb7	2147487415
1297	00001444	5188	2a400193	708837779
1298	00001448	5192	01df0463	31392867
1299	0000144c	5196	11d0106f	298848367
1300	00001450	5200	800000b7	2147483831
1301	00001454	5204	00100113	1048851
1302	00001458	5208	0020df33	2154291
1303	0000145c	5212	40000eb7	1073745591
1304	00001460	5216	2a500193	709886355
1305	00001464	5220	01df0463	31392867
1306	00001468	5224	1010106f	269488239
1307	0000146c	5228	800000b7	2147483831
1308	00001470	5232	00700113	7340307
1309	00001474	5236	0020df33	2154291
1310	00001478	5240	01000eb7	16780983
1311	0000147c	5244	2a600193	710934931
1312	00001480	5248	01df0463	31392867
1313	00001484	5252	0e50106f	240128111
1314	00001488	5256	800000b7	2147483831
1315	0000148c	5260	00e00113	14680339
1316	00001490	5264	0020df33	2154291
1317	00001494	5268	00020eb7	134839
1318	00001498	5272	2a700193	711983507
1319	0000149c	5276	01df0463	31392867
1320	000014a0	5280	0c90106f	210767983
1321	000014a4	5284	800000b7	2147483831
1322	000014a8	5288	00108093	1081491
1323	000014ac	5292	01f00113	32506131
1324	000014b0	5296	0020df33	2154291
1325	000014b4	5300	00100e93	1052307
1326	000014b8	5304	2a800193	713032083
1327	000014bc	5308	01df0463	31392867
1328	000014c0	5312	0a90106f	177213551
1329	000014c4	5316	fff00093	4293918867
1330	000014c8	5320	00000113	 275
1331	000014cc	5324	0020df33	2154291
1332	000014d0	5328	fff00e93	4293922451
1333	000014d4	5332	2a900193	714080659
1334	000014d8	5336	01df0463	31392867
1335	000014dc	5340	08d0106f	147853423
1336	000014e0	5344	fff00093	4293918867
1337	000014e4	5348	00100113	1048851
1338	000014e8	5352	0020df33	2154291
1339	000014ec	5356	80000eb7	2147487415
1340	000014f0	5360	fffe8e93	4294872723
1341	000014f4	5364	2aa00193	715129235
1342	000014f8	5368	01df0463	31392867
1343	000014fc	5372	06d0106f	114298991
1344	00001500	5376	fff00093	4293918867
1345	00001504	5380	00700113	7340307
1346	00001508	5384	0020df33	2154291
1347	0000150c	5388	02000eb7	33558199
1348	00001510	5392	fffe8e93	4294872723
1349	00001514	5396	2ab00193	716177811
1350	00001518	5400	01df0463	31392867
1351	0000151c	5404	04d0106f	80744559
1352	00001520	5408	fff00093	4293918867
1353	00001524	5412	00e00113	14680339
1354	00001528	5416	0020df33	2154291
1355	0000152c	5420	00040eb7	265911
1356	00001530	5424	fffe8e93	4294872723
1357	00001534	5428	2ac00193	717226387
1358	00001538	5432	01df0463	31392867
1359	0000153c	5436	02d0106f	47190127
1360	00001540	5440	fff00093	4293918867
1361	00001544	5444	01f00113	32506131
1362	00001548	5448	0020df33	2154291
1363	0000154c	5452	00100e93	1052307
1364	00001550	5456	2ad00193	718274963
1365	00001554	5460	01df0463	31392867
1366	00001558	5464	0110106f	17829999
1367	0000155c	5468	212120b7	555819191
1368	00001560	5472	12108093	303071379
1369	00001564	5476	00000113	 275
1370	00001568	5480	0020df33	2154291
1371	0000156c	5484	21212eb7	555822775
1372	00001570	5488	121e8e93	303992467
1373	00001574	5492	2ae00193	719323539
1374	00001578	5496	01df0463	31392867
1375	0000157c	5500	7ec0106f	2126516335
1376	00001580	5504	212120b7	555819191
1377	00001584	5508	12108093	303071379
1378	00001588	5512	00100113	1048851
1379	0000158c	5516	0020df33	2154291
1380	00001590	5520	10909eb7	277913271
1381	00001594	5524	090e8e93	151948947
1382	00001598	5528	2af00193	720372115
1383	0000159c	5532	01df0463	31392867
1384	000015a0	5536	7c80106f	2088767599
1385	000015a4	5540	212120b7	555819191
1386	000015a8	5544	12108093	303071379
1387	000015ac	5548	00700113	7340307
1388	000015b0	5552	0020df33	2154291
1389	000015b4	5556	00424eb7	4345527
1390	000015b8	5560	242e8e93	607030931
1391	000015bc	5564	2b000193	721420691
1392	000015c0	5568	01df0463	31392867
1393	000015c4	5572	7a40106f	2051018863
1394	000015c8	5576	212120b7	555819191
1395	000015cc	5580	12108093	303071379
1396	000015d0	5584	00e00113	14680339
1397	000015d4	5588	0020df33	2154291
