i	Addr	Addr	Data	Data
 789	00000c54	3156	00000013	  19
 790	00000c58	3160	00000013	  19
 791	00000c5c	3164	00000013	  19
 792	00000c60	3168	00000013	  19
 793	00000c64	3172	00000013	  19
 794	00000c68	3176	00000013	  19
 795	00000c6c	3180	00000013	  19
 796	00000c70	3184	00000013	  19
 797	00000c74	3188	00000013	  19
 798	00000c78	3192	00000013	  19
 799	00000c7c	3196	00000013	  19
 800	00000c80	3200	00000013	  19
 801	00000c84	3204	00000013	  19
 802	00000c88	3208	00000013	  19
 803	00000c8c	3212	00000013	  19
 804	00000c90	3216	00000013	  19
 805	00000c94	3220	00000013	  19
 806	00000c98	3224	00000013	  19
 807	00000c9c	3228	00000013	  19
 808	00000ca0	3232	00000013	  19
 809	00000ca4	3236	00000013	  19
 810	00000ca8	3240	00000013	  19
 811	00000cac	3244	00000013	  19
 812	00000cb0	3248	00000013	  19
 813	00000cb4	3252	00000013	  19
 814	00000cb8	3256	00000013	  19
 815	00000cbc	3260	00000013	  19
 816	00000cc0	3264	00000013	  19
 817	00000cc4	3268	00000013	  19
 818	00000cc8	3272	00000013	  19
 819	00000ccc	3276	00000013	  19
 820	00000cd0	3280	00000013	  19
 821	00000cd4	3284	00000013	  19
 822	00000cd8	3288	00000013	  19
 823	00000cdc	3292	00000013	  19
 824	00000ce0	3296	00000013	  19
 825	00000ce4	3300	00000013	  19
 826	00000ce8	3304	00000013	  19
 827	00000cec	3308	00000013	  19
 828	00000cf0	3312	00000013	  19
 829	00000cf4	3316	00000013	  19
 830	00000cf8	3320	00000013	  19
 831	00000cfc	3324	00000013	  19
 832	00000d00	3328	00000013	  19
 833	00000d04	3332	00000013	  19
 834	00000d08	3336	00000013	  19
 835	00000d0c	3340	00000013	  19
 836	00000d10	3344	00000013	  19
 837	00000d14	3348	00000013	  19
 838	00000d18	3352	00000013	  19
 839	00000d1c	3356	00000013	  19
 840	00000d20	3360	00000013	  19
 841	00000d24	3364	00000013	  19
 842	00000d28	3368	00000013	  19
 843	00000d2c	3372	00000013	  19
 844	00000d30	3376	00000013	  19
 845	00000d34	3380	00000013	  19
 846	00000d38	3384	00000013	  19
 847	00000d3c	3388	00000013	  19
 848	00000d40	3392	00000013	  19
 849	00000d44	3396	00000013	  19
 850	00000d48	3400	00000013	  19
 851	00000d4c	3404	00000013	  19
 852	00000d50	3408	00000013	  19
 853	00000d54	3412	00000013	  19
 854	00000d58	3416	00000013	  19
 855	00000d5c	3420	00000013	  19
 856	00000d60	3424	00000013	  19
 857	00000d64	3428	00000013	  19
 858	00000d68	3432	00000013	  19
 859	00000d6c	3436	00000013	  19
 860	00000d70	3440	00000013	  19
 861	00000d74	3444	00000013	  19
 862	00000d78	3448	00000013	  19
 863	00000d7c	3452	00000013	  19
 864	00000d80	3456	00000013	  19
 865	00000d84	3460	00000013	  19
 866	00000d88	3464	00000013	  19
 867	00000d8c	3468	00000013	  19
 868	00000d90	3472	00000013	  19
 869	00000d94	3476	00000013	  19
 870	00000d98	3480	00000013	  19
 871	00000d9c	3484	00000013	  19
 872	00000da0	3488	00000013	  19
 873	00000da4	3492	00000013	  19
 874	00000da8	3496	00000013	  19
 875	00000dac	3500	00000013	  19
 876	00000db0	3504	00000013	  19
 877	00000db4	3508	00000013	  19
 878	00000db8	3512	00000013	  19
 879	00000dbc	3516	00000013	  19
 880	00000dc0	3520	00000013	  19
 881	00000dc4	3524	00000013	  19
 882	00000dc8	3528	00000013	  19
 883	00000dcc	3532	00000013	  19
 884	00000dd0	3536	00000013	  19
 885	00000dd4	3540	00000013	  19
 886	00000dd8	3544	00000013	  19
 887	00000ddc	3548	00000013	  19
 888	00000de0	3552	00000013	  19
 889	00000de4	3556	00000013	  19
 890	00000de8	3560	00000013	  19
 891	00000dec	3564	00000013	  19
 892	00000df0	3568	00000013	  19
 893	00000df4	3572	00000013	  19
 894	00000df8	3576	00000013	  19
 895	00000dfc	3580	00000013	  19
 896	00000e00	3584	00000013	  19
 897	00000e04	3588	00000013	  19
 898	00000e08	3592	00000013	  19
 899	00000e0c	3596	00000013	  19
 900	00000e10	3600	00000013	  19
 901	00000e14	3604	00000013	  19
 902	00000e18	3608	00000013	  19
 903	00000e1c	3612	00000013	  19
 904	00000e20	3616	00000013	  19
 905	00000e24	3620	00000013	  19
 906	00000e28	3624	00000013	  19
 907	00000e2c	3628	00000013	  19
 908	00000e30	3632	00000013	  19
 909	00000e34	3636	00000013	  19
 910	00000e38	3640	00000013	  19
 911	00000e3c	3644	00000013	  19
 912	00000e40	3648	00000013	  19
 913	00000e44	3652	00000013	  19
 914	00000e48	3656	00000013	  19
 915	00000e4c	3660	00000013	  19
 916	00000e50	3664	00000013	  19
 917	00000e54	3668	00000013	  19
 918	00000e58	3672	00000013	  19
 919	00000e5c	3676	00000013	  19
 920	00000e60	3680	00000013	  19
 921	00000e64	3684	00000013	  19
 922	00000e68	3688	00000013	  19
 923	00000e6c	3692	00000013	  19
 924	00000e70	3696	00000013	  19
 925	00000e74	3700	00000013	  19
 926	00000e78	3704	00000013	  19
 927	00000e7c	3708	00000013	  19
 928	00000e80	3712	00000013	  19
 929	00000e84	3716	00000013	  19
 930	00000e88	3720	00000013	  19
 931	00000e8c	3724	00000013	  19
 932	00000e90	3728	00000013	  19
 933	00000e94	3732	00000013	  19
 934	00000e98	3736	00000013	  19
 935	00000e9c	3740	00000013	  19
 936	00000ea0	3744	00000013	  19
 937	00000ea4	3748	00000013	  19
 938	00000ea8	3752	00000013	  19
 939	00000eac	3756	00000013	  19
 940	00000eb0	3760	00000013	  19
 941	00000eb4	3764	00000013	  19
 942	00000eb8	3768	00000013	  19
 943	00000ebc	3772	00000013	  19
 944	00000ec0	3776	00000013	  19
 945	00000ec4	3780	00000013	  19
 946	00000ec8	3784	00000013	  19
 947	00000ecc	3788	00000013	  19
 948	00000ed0	3792	00000013	  19
 949	00000ed4	3796	00000013	  19
 950	00000ed8	3800	00000013	  19
 951	00000edc	3804	00000013	  19
 952	00000ee0	3808	00000013	  19
 953	00000ee4	3812	00000013	  19
 954	00000ee8	3816	00000013	  19
 955	00000eec	3820	00000013	  19
 956	00000ef0	3824	00000013	  19
 957	00000ef4	3828	00000013	  19
 958	00000ef8	3832	00000013	  19
 959	00000efc	3836	00000013	  19
 960	00000f00	3840	00000013	  19
 961	00000f04	3844	00000013	  19
 962	00000f08	3848	00000013	  19
 963	00000f0c	3852	00000013	  19
 964	00000f10	3856	00000013	  19
 965	00000f14	3860	00000013	  19
 966	00000f18	3864	00000013	  19
 967	00000f1c	3868	00000013	  19
 968	00000f20	3872	00000013	  19
 969	00000f24	3876	00000013	  19
 970	00000f28	3880	00000013	  19
 971	00000f2c	3884	00000013	  19
 972	00000f30	3888	00000013	  19
 973	00000f34	3892	00000013	  19
 974	00000f38	3896	00000013	  19
 975	00000f3c	3900	00000013	  19
 976	00000f40	3904	00000013	  19
 977	00000f44	3908	00000013	  19
 978	00000f48	3912	00000013	  19
 979	00000f4c	3916	00000013	  19
 980	00000f50	3920	00000013	  19
 981	00000f54	3924	00000013	  19
 982	00000f58	3928	00000013	  19
 983	00000f5c	3932	00000013	  19
 984	00000f60	3936	00000013	  19
 985	00000f64	3940	00000013	  19
 986	00000f68	3944	00000013	  19
 987	00000f6c	3948	00000013	  19
 988	00000f70	3952	00000013	  19
 989	00000f74	3956	00000013	  19
 990	00000f78	3960	00000013	  19
 991	00000f7c	3964	00000013	  19
 992	00000f80	3968	00000013	  19
 993	00000f84	3972	00000013	  19
 994	00000f88	3976	00000013	  19
 995	00000f8c	3980	00000013	  19
 996	00000f90	3984	00000013	  19
 997	00000f94	3988	00000013	  19
 998	00000f98	3992	00000013	  19
 999	00000f9c	3996	00000013	  19
1000	00000fa0	4000	00000013	  19
1001	00000fa4	4004	00000013	  19
1002	00000fa8	4008	00000013	  19
1003	00000fac	4012	00000013	  19
1004	00000fb0	4016	00000013	  19
1005	00000fb4	4020	00000013	  19
1006	00000fb8	4024	00000013	  19
1007	00000fbc	4028	00000013	  19
1008	00000fc0	4032	00000013	  19
1009	00000fc4	4036	00000013	  19
1010	00000fc8	4040	00000013	  19
1011	00000fcc	4044	00000013	  19
1012	00000fd0	4048	00000013	  19
1013	00000fd4	4052	00000013	  19
1014	00000fd8	4056	00000013	  19
1015	00000fdc	4060	00000013	  19
1016	00000fe0	4064	00000013	  19
1017	00000fe4	4068	00000013	  19
1018	00000fe8	4072	00000013	  19
1019	00000fec	4076	00000013	  19
1020	00000ff0	4080	00000013	  19
1021	00000ff4	4084	00000013	  19
1022	00000ff8	4088	00000013	  19
1023	00000ffc	4092	00000013	  19
1024	00001000	4096	00000013	  19
1025	00001004	4100	00000013	  19
1026	00001008	4104	00000013	  19
1027	0000100c	4108	00000013	  19
1028	00001010	4112	00000013	  19
1029	00001014	4116	00000013	  19
1030	00001018	4120	00000013	  19
1031	0000101c	4124	00000013	  19
1032	00001020	4128	00000013	  19
1033	00001024	4132	00000013	  19
1034	00001028	4136	00000013	  19
1035	0000102c	4140	00000013	  19
1036	00001030	4144	00000013	  19
1037	00001034	4148	00000013	  19
1038	00001038	4152	00000013	  19
1039	0000103c	4156	00000013	  19
1040	00001040	4160	00000013	  19
1041	00001044	4164	00000013	  19
1042	00001048	4168	00000013	  19
1043	0000104c	4172	00000013	  19
1044	00001050	4176	00000013	  19
1045	00001054	4180	00000013	  19
1046	00001058	4184	00000013	  19
1047	0000105c	4188	00000013	  19
1048	00001060	4192	00000013	  19
1049	00001064	4196	00000013	  19
1050	00001068	4200	00000013	  19
1051	0000106c	4204	00000013	  19
1052	00001070	4208	00000013	  19
1053	00001074	4212	00000013	  19
1054	00001078	4216	00000013	  19
1055	0000107c	4220	00000013	  19
1056	00001080	4224	00000013	  19
1057	00001084	4228	00000013	  19
1058	00001088	4232	00000013	  19
1059	0000108c	4236	00000013	  19
1060	00001090	4240	00000013	  19
1061	00001094	4244	00000013	  19
1062	00001098	4248	00000013	  19
1063	0000109c	4252	00000013	  19
1064	000010a0	4256	00000013	  19
1065	000010a4	4260	00000013	  19
1066	000010a8	4264	00000013	  19
1067	000010ac	4268	00000013	  19
1068	000010b0	4272	00000013	  19
1069	000010b4	4276	00000013	  19
1070	000010b8	4280	00000013	  19
1071	000010bc	4284	00000013	  19
1072	000010c0	4288	00000013	  19
1073	000010c4	4292	00000013	  19
1074	000010c8	4296	00000013	  19
1075	000010cc	4300	00000013	  19
1076	000010d0	4304	00000013	  19
1077	000010d4	4308	00000013	  19
1078	000010d8	4312	00000013	  19
1079	000010dc	4316	00000013	  19
1080	000010e0	4320	00000013	  19
1081	000010e4	4324	00000013	  19
1082	000010e8	4328	00000013	  19
1083	000010ec	4332	00000013	  19
1084	000010f0	4336	00000013	  19
1085	000010f4	4340	00000013	  19
1086	000010f8	4344	00000013	  19
1087	000010fc	4348	00000013	  19
1088	00001100	4352	00000013	  19
1089	00001104	4356	00000013	  19
1090	00001108	4360	00000013	  19
1091	0000110c	4364	00000013	  19
1092	00001110	4368	00000013	  19
1093	00001114	4372	00000013	  19
1094	00001118	4376	00000013	  19
1095	0000111c	4380	00000013	  19
1096	00001120	4384	00000013	  19
1097	00001124	4388	00000013	  19
1098	00001128	4392	00000013	  19
1099	0000112c	4396	00000013	  19
1100	00001130	4400	00000013	  19
1101	00001134	4404	00000013	  19
1102	00001138	4408	00000013	  19
1103	0000113c	4412	00000013	  19
1104	00001140	4416	00000013	  19
1105	00001144	4420	00000013	  19
1106	00001148	4424	00000013	  19
1107	0000114c	4428	00000013	  19
1108	00001150	4432	00000013	  19
1109	00001154	4436	00000013	  19
1110	00001158	4440	00000013	  19
1111	0000115c	4444	00000013	  19
1112	00001160	4448	00000013	  19
1113	00001164	4452	00000013	  19
1114	00001168	4456	00000013	  19
1115	0000116c	4460	00000013	  19
1116	00001170	4464	00000013	  19
1117	00001174	4468	00000013	  19
1118	00001178	4472	00000013	  19
1119	0000117c	4476	00000013	  19
1120	00001180	4480	00000013	  19
1121	00001184	4484	00000013	  19
1122	00001188	4488	00000013	  19
1123	0000118c	4492	00000013	  19
1124	00001190	4496	00000013	  19
1125	00001194	4500	00000013	  19
1126	00001198	4504	00000013	  19
1127	0000119c	4508	00000013	  19
1128	000011a0	4512	00000013	  19
1129	000011a4	4516	00000013	  19
1130	000011a8	4520	00000013	  19
1131	000011ac	4524	00000013	  19
1132	000011b0	4528	00000013	  19
1133	000011b4	4532	00000013	  19
1134	000011b8	4536	00000013	  19
1135	000011bc	4540	00000013	  19
1136	000011c0	4544	00000013	  19
1137	000011c4	4548	00000013	  19
1138	000011c8	4552	00000013	  19
1139	000011cc	4556	00000013	  19
1140	000011d0	4560	00000013	  19
1141	000011d4	4564	00000013	  19
1142	000011d8	4568	00000013	  19
1143	000011dc	4572	00000013	  19
1144	000011e0	4576	00000013	  19
1145	000011e4	4580	00000013	  19
1146	000011e8	4584	00000013	  19
1147	000011ec	4588	00000013	  19
1148	000011f0	4592	00000013	  19
1149	000011f4	4596	00000013	  19
1150	000011f8	4600	00000013	  19
1151	000011fc	4604	00000013	  19
1152	00001200	4608	00000013	  19
1153	00001204	4612	00000013	  19
1154	00001208	4616	00000013	  19
1155	0000120c	4620	00000013	  19
1156	00001210	4624	00000013	  19
1157	00001214	4628	00000013	  19
1158	00001218	4632	00000013	  19
1159	0000121c	4636	00000013	  19
1160	00001220	4640	00000013	  19
1161	00001224	4644	00000013	  19
1162	00001228	4648	00000013	  19
1163	0000122c	4652	00000013	  19
1164	00001230	4656	00000013	  19
1165	00001234	4660	00000013	  19
1166	00001238	4664	00000013	  19
1167	0000123c	4668	00000013	  19
1168	00001240	4672	00000013	  19
1169	00001244	4676	00000013	  19
1170	00001248	4680	00000013	  19
1171	0000124c	4684	00000013	  19
1172	00001250	4688	00000013	  19
1173	00001254	4692	00000013	  19
1174	00001258	4696	00000013	  19
1175	0000125c	4700	00000013	  19
1176	00001260	4704	00000013	  19
1177	00001264	4708	00000013	  19
1178	00001268	4712	00000013	  19
1179	0000126c	4716	00000013	  19
1180	00001270	4720	00000013	  19
1181	00001274	4724	00000013	  19
1182	00001278	4728	00000013	  19
1183	0000127c	4732	00000013	  19
1184	00001280	4736	00000013	  19
1185	00001284	4740	00000013	  19
1186	00001288	4744	00000013	  19
1187	0000128c	4748	00000013	  19
1188	00001290	4752	00000013	  19
1189	00001294	4756	00000013	  19
1190	00001298	4760	00000013	  19
1191	0000129c	4764	00000013	  19
1192	000012a0	4768	00000013	  19
1193	000012a4	4772	00000013	  19
1194	000012a8	4776	00000013	  19
1195	000012ac	4780	00000013	  19
1196	000012b0	4784	00000013	  19
1197	000012b4	4788	00000013	  19
1198	000012b8	4792	00000013	  19
1199	000012bc	4796	00000013	  19
1200	000012c0	4800	00000013	  19
1201	000012c4	4804	00000013	  19
1202	000012c8	4808	00000013	  19
1203	000012cc	4812	00000013	  19
1204	000012d0	4816	00000013	  19
1205	000012d4	4820	00000013	  19
1206	000012d8	4824	00000013	  19
1207	000012dc	4828	00000013	  19
1208	000012e0	4832	00000013	  19
1209	000012e4	4836	00000013	  19
1210	000012e8	4840	00000013	  19
1211	000012ec	4844	00000013	  19
1212	000012f0	4848	00000013	  19
1213	000012f4	4852	00000013	  19
1214	000012f8	4856	00000013	  19
1215	000012fc	4860	00000013	  19
1216	00001300	4864	00000013	  19
1217	00001304	4868	00000013	  19
1218	00001308	4872	00000013	  19
1219	0000130c	4876	00000013	  19
1220	00001310	4880	00000013	  19
1221	00001314	4884	00000013	  19
1222	00001318	4888	00000013	  19
1223	0000131c	4892	00000013	  19
1224	00001320	4896	00000013	  19
1225	00001324	4900	00000013	  19
1226	00001328	4904	00000013	  19
1227	0000132c	4908	00000013	  19
1228	00001330	4912	00000013	  19
1229	00001334	4916	00000013	  19
1230	00001338	4920	00000013	  19
1231	0000133c	4924	00000013	  19
1232	00001340	4928	00000013	  19
1233	00001344	4932	00000013	  19
1234	00001348	4936	00000013	  19
1235	0000134c	4940	00000013	  19
1236	00001350	4944	00000013	  19
1237	00001354	4948	00000013	  19
1238	00001358	4952	00000013	  19
1239	0000135c	4956	00000013	  19
1240	00001360	4960	00000013	  19
1241	00001364	4964	00000013	  19
1242	00001368	4968	00000013	  19
1243	0000136c	4972	00000013	  19
1244	00001370	4976	00000013	  19
1245	00001374	4980	00000013	  19
1246	00001378	4984	00000013	  19
1247	0000137c	4988	00000013	  19
1248	00001380	4992	00000013	  19
1249	00001384	4996	00000013	  19
1250	00001388	5000	00000013	  19
1251	0000138c	5004	00000013	  19
1252	00001390	5008	00000013	  19
1253	00001394	5012	00000013	  19
1254	00001398	5016	00000013	  19
1255	0000139c	5020	00000013	  19
1256	000013a0	5024	00000013	  19
1257	000013a4	5028	00000013	  19
1258	000013a8	5032	00000013	  19
1259	000013ac	5036	00000013	  19
1260	000013b0	5040	00000013	  19
1261	000013b4	5044	00000013	  19
1262	000013b8	5048	00000013	  19
1263	000013bc	5052	00000013	  19
1264	000013c0	5056	00000013	  19
1265	000013c4	5060	00000013	  19
1266	000013c8	5064	00000013	  19
1267	000013cc	5068	00000013	  19
1268	000013d0	5072	00000013	  19
1269	000013d4	5076	00000013	  19
1270	000013d8	5080	00000013	  19
1271	000013dc	5084	00000013	  19
1272	000013e0	5088	00000013	  19
1273	000013e4	5092	00000013	  19
1274	000013e8	5096	00000013	  19
1275	000013ec	5100	00000013	  19
1276	000013f0	5104	00000013	  19
1277	000013f4	5108	00000013	  19
1278	000013f8	5112	00000013	  19
1279	000013fc	5116	00000013	  19
1280	00001400	5120	00000013	  19
1281	00001404	5124	00000013	  19
1282	00001408	5128	00000013	  19
1283	0000140c	5132	00000013	  19
1284	00001410	5136	00000013	  19
1285	00001414	5140	00000013	  19
1286	00001418	5144	00000013	  19
1287	0000141c	5148	00000013	  19
1288	00001420	5152	00000013	  19
1289	00001424	5156	00000013	  19
1290	00001428	5160	00000013	  19
1291	0000142c	5164	00000013	  19
1292	00001430	5168	00000013	  19
1293	00001434	5172	00000013	  19
1294	00001438	5176	00000013	  19
1295	0000143c	5180	00000013	  19
1296	00001440	5184	00000013	  19
1297	00001444	5188	00000013	  19
1298	00001448	5192	00000013	  19
1299	0000144c	5196	00000013	  19
1300	00001450	5200	00000013	  19
1301	00001454	5204	00000013	  19
1302	00001458	5208	00000013	  19
1303	0000145c	5212	00000013	  19
1304	00001460	5216	00000013	  19
1305	00001464	5220	00000013	  19
1306	00001468	5224	00000013	  19
1307	0000146c	5228	00000013	  19
1308	00001470	5232	00000013	  19
1309	00001474	5236	00000013	  19
1310	00001478	5240	00000013	  19
1311	0000147c	5244	00000013	  19
1312	00001480	5248	00000013	  19
1313	00001484	5252	00000013	  19
1314	00001488	5256	00000013	  19
1315	0000148c	5260	00000013	  19
1316	00001490	5264	00000013	  19
1317	00001494	5268	00000013	  19
1318	00001498	5272	00000013	  19
1319	0000149c	5276	00000013	  19
1320	000014a0	5280	00000013	  19
1321	000014a4	5284	00000013	  19
1322	000014a8	5288	00000013	  19
1323	000014ac	5292	00000013	  19
1324	000014b0	5296	00000013	  19
1325	000014b4	5300	00000013	  19
1326	000014b8	5304	00000013	  19
1327	000014bc	5308	00000013	  19
1328	000014c0	5312	00000013	  19
1329	000014c4	5316	00000013	  19
1330	000014c8	5320	00000013	  19
1331	000014cc	5324	00000013	  19
1332	000014d0	5328	00000013	  19
1333	000014d4	5332	00000013	  19
1334	000014d8	5336	00000013	  19
1335	000014dc	5340	00000013	  19
1336	000014e0	5344	00000013	  19
1337	000014e4	5348	00000013	  19
1338	000014e8	5352	00000013	  19
1339	000014ec	5356	00000013	  19
1340	000014f0	5360	00000013	  19
1341	000014f4	5364	00000013	  19
1342	000014f8	5368	00000013	  19
1343	000014fc	5372	00000013	  19
1344	00001500	5376	00000013	  19
1345	00001504	5380	00000013	  19
1346	00001508	5384	00000013	  19
1347	0000150c	5388	00000013	  19
1348	00001510	5392	00000013	  19
1349	00001514	5396	00000013	  19
1350	00001518	5400	00000013	  19
1351	0000151c	5404	00000013	  19
1352	00001520	5408	00000013	  19
1353	00001524	5412	00000013	  19
1354	00001528	5416	00000013	  19
1355	0000152c	5420	00000013	  19
1356	00001530	5424	00000013	  19
1357	00001534	5428	00000013	  19
1358	00001538	5432	00000013	  19
1359	0000153c	5436	00000013	  19
1360	00001540	5440	00000013	  19
1361	00001544	5444	00000013	  19
1362	00001548	5448	00000013	  19
1363	0000154c	5452	00000013	  19
1364	00001550	5456	00000013	  19
1365	00001554	5460	00000013	  19
1366	00001558	5464	00000013	  19
1367	0000155c	5468	00000013	  19
1368	00001560	5472	00000013	  19
1369	00001564	5476	00000013	  19
1370	00001568	5480	00000013	  19
1371	0000156c	5484	00000013	  19
1372	00001570	5488	00000013	  19
1373	00001574	5492	00000013	  19
1374	00001578	5496	00000013	  19
1375	0000157c	5500	00000013	  19
1376	00001580	5504	00000013	  19
1377	00001584	5508	00000013	  19
1378	00001588	5512	00000013	  19
1379	0000158c	5516	00000013	  19
1380	00001590	5520	00000013	  19
1381	00001594	5524	00000013	  19
1382	00001598	5528	00000013	  19
1383	0000159c	5532	00000013	  19
1384	000015a0	5536	00000013	  19
1385	000015a4	5540	00000013	  19
1386	000015a8	5544	00000013	  19
1387	000015ac	5548	00000013	  19
1388	000015b0	5552	00000013	  19
1389	000015b4	5556	00000013	  19
1390	000015b8	5560	00000013	  19
1391	000015bc	5564	00000013	  19
1392	000015c0	5568	00000013	  19
1393	000015c4	5572	00000013	  19
1394	000015c8	5576	00000013	  19
1395	000015cc	5580	00000013	  19
1396	000015d0	5584	00000013	  19
1397	000015d4	5588	00000013	  19
1398	000015d8	5592	00000013	  19
1399	000015dc	5596	00000013	  19
1400	000015e0	5600	00000013	  19
1401	000015e4	5604	00000013	  19
1402	000015e8	5608	00000013	  19
1403	000015ec	5612	00000013	  19
1404	000015f0	5616	00000013	  19
1405	000015f4	5620	00000013	  19
1406	000015f8	5624	00000013	  19
1407	000015fc	5628	00000013	  19
1408	00001600	5632	00000013	  19
1409	00001604	5636	00000013	  19
1410	00001608	5640	00000013	  19
1411	0000160c	5644	00000013	  19
1412	00001610	5648	00000013	  19
1413	00001614	5652	00000013	  19
1414	00001618	5656	00000013	  19
1415	0000161c	5660	00000013	  19
1416	00001620	5664	00000013	  19
1417	00001624	5668	00000013	  19
1418	00001628	5672	00000013	  19
1419	0000162c	5676	00000013	  19
1420	00001630	5680	00000013	  19
1421	00001634	5684	00000013	  19
1422	00001638	5688	00000013	  19
1423	0000163c	5692	00000013	  19
1424	00001640	5696	00000013	  19
1425	00001644	5700	00000013	  19
1426	00001648	5704	00000013	  19
1427	0000164c	5708	00000013	  19
1428	00001650	5712	00000013	  19
1429	00001654	5716	00000013	  19
1430	00001658	5720	00000013	  19
1431	0000165c	5724	00000013	  19
1432	00001660	5728	00000013	  19
1433	00001664	5732	00000013	  19
1434	00001668	5736	00000013	  19
1435	0000166c	5740	00000013	  19
1436	00001670	5744	00000013	  19
1437	00001674	5748	00000013	  19
1438	00001678	5752	00000013	  19
1439	0000167c	5756	00000013	  19
1440	00001680	5760	00000013	  19
1441	00001684	5764	00000013	  19
1442	00001688	5768	00000013	  19
1443	0000168c	5772	00000013	  19
1444	00001690	5776	00000013	  19
1445	00001694	5780	00000013	  19
1446	00001698	5784	00000013	  19
1447	0000169c	5788	00000013	  19
1448	000016a0	5792	00000013	  19
1449	000016a4	5796	00000013	  19
1450	000016a8	5800	00000013	  19
1451	000016ac	5804	00000013	  19
1452	000016b0	5808	00000013	  19
1453	000016b4	5812	00000013	  19
1454	000016b8	5816	00000013	  19
1455	000016bc	5820	00000013	  19
1456	000016c0	5824	00000013	  19
1457	000016c4	5828	00000013	  19
1458	000016c8	5832	00000013	  19
1459	000016cc	5836	00000013	  19
1460	000016d0	5840	00000013	  19
1461	000016d4	5844	00000013	  19
1462	000016d8	5848	00000013	  19
1463	000016dc	5852	00000013	  19
1464	000016e0	5856	00000013	  19
1465	000016e4	5860	00000013	  19
1466	000016e8	5864	00000013	  19
1467	000016ec	5868	00000013	  19
1468	000016f0	5872	00000013	  19
1469	000016f4	5876	00000013	  19
1470	000016f8	5880	00000013	  19
1471	000016fc	5884	00000013	  19
1472	00001700	5888	00000013	  19
1473	00001704	5892	00000013	  19
1474	00001708	5896	00000013	  19
1475	0000170c	5900	00000013	  19
1476	00001710	5904	00000013	  19
1477	00001714	5908	00000013	  19
1478	00001718	5912	00000013	  19
1479	0000171c	5916	00000013	  19
1480	00001720	5920	00000013	  19
1481	00001724	5924	00000013	  19
1482	00001728	5928	00000013	  19
1483	0000172c	5932	00000013	  19
1484	00001730	5936	00000013	  19
1485	00001734	5940	00000013	  19
1486	00001738	5944	00000013	  19
1487	0000173c	5948	00000013	  19
1488	00001740	5952	00000013	  19
1489	00001744	5956	00000013	  19
1490	00001748	5960	00000013	  19
1491	0000174c	5964	00000013	  19
1492	00001750	5968	00000013	  19
1493	00001754	5972	00000013	  19
1494	00001758	5976	00000013	  19
1495	0000175c	5980	00000013	  19
1496	00001760	5984	00000013	  19
1497	00001764	5988	00000013	  19
1498	00001768	5992	00000013	  19
1499	0000176c	5996	00000013	  19
1500	00001770	6000	00000013	  19
1501	00001774	6004	00000013	  19
1502	00001778	6008	00000013	  19
1503	0000177c	6012	00000013	  19
1504	00001780	6016	00000013	  19
1505	00001784	6020	00000013	  19
1506	00001788	6024	00000013	  19
1507	0000178c	6028	00000013	  19
1508	00001790	6032	00000013	  19
1509	00001794	6036	00000013	  19
1510	00001798	6040	00000013	  19
1511	0000179c	6044	00000013	  19
1512	000017a0	6048	00000013	  19
1513	000017a4	6052	00000013	  19
1514	000017a8	6056	00000013	  19
1515	000017ac	6060	00000013	  19
1516	000017b0	6064	00000013	  19
1517	000017b4	6068	00000013	  19
1518	000017b8	6072	00000013	  19
1519	000017bc	6076	00000013	  19
1520	000017c0	6080	00000013	  19
1521	000017c4	6084	00000013	  19
1522	000017c8	6088	00000013	  19
1523	000017cc	6092	00000013	  19
1524	000017d0	6096	00000013	  19
1525	000017d4	6100	00000013	  19
1526	000017d8	6104	00000013	  19
1527	000017dc	6108	00000013	  19
1528	000017e0	6112	00000013	  19
1529	000017e4	6116	00000013	  19
1530	000017e8	6120	00000013	  19
1531	000017ec	6124	00000013	  19
1532	000017f0	6128	00000013	  19
1533	000017f4	6132	00000013	  19
1534	000017f8	6136	00000013	  19
1535	000017fc	6140	00000013	  19
1536	00001800	6144	00000013	  19
1537	00001804	6148	00000013	  19
1538	00001808	6152	00000013	  19
1539	0000180c	6156	00000013	  19
1540	00001810	6160	00000013	  19
1541	00001814	6164	00000013	  19
1542	00001818	6168	00000013	  19
1543	0000181c	6172	00000013	  19
1544	00001820	6176	00000013	  19
1545	00001824	6180	00000013	  19
1546	00001828	6184	00000013	  19
1547	0000182c	6188	00000013	  19
1548	00001830	6192	00000013	  19
1549	00001834	6196	00000013	  19
1550	00001838	6200	00000013	  19
1551	0000183c	6204	00000013	  19
1552	00001840	6208	00000013	  19
1553	00001844	6212	00000013	  19
1554	00001848	6216	00000013	  19
1555	0000184c	6220	00000013	  19
1556	00001850	6224	00000013	  19
1557	00001854	6228	00000013	  19
1558	00001858	6232	00000013	  19
1559	0000185c	6236	00000013	  19
1560	00001860	6240	00000013	  19
1561	00001864	6244	00000013	  19
1562	00001868	6248	00000013	  19
1563	0000186c	6252	00000013	  19
1564	00001870	6256	00000013	  19
1565	00001874	6260	00000013	  19
1566	00001878	6264	00000013	  19
1567	0000187c	6268	00000013	  19
1568	00001880	6272	00000013	  19
1569	00001884	6276	00000013	  19
1570	00001888	6280	00000013	  19
1571	0000188c	6284	00000013	  19
1572	00001890	6288	00000013	  19
1573	00001894	6292	00000013	  19
